Id,Label,Kingdom,Phylum,Class,Order,Family,Genus,FC,PD_sig
g__Caldicoprobacter,g__Caldicoprobacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Caldicoprobacteraceae,Caldicoprobacter,0,No
f__Acetobacteraceae_unclass,f__Acetobacteraceae_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,Inf,No
f__Nocardiaceae_unclass,f__Nocardiaceae_unclass,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,NA,0.389680309721361,No
g__Roseomonas,g__Roseomonas,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Inf,No
f__Mitochondria_unclass,f__Mitochondria_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,1.2672094844486,No
g__Mesorhizobium,g__Mesorhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,29.7751570232344,No
g__Anaerosporobacter,g__Anaerosporobacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerosporobacter,9.52513561460757,No
g__Oribacterium,g__Oribacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,0.543368416253269,No
g__Globicatella,g__Globicatella,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Globicatella,2.88760671323956,No
g__Neisseria,g__Neisseria,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Neisseria,46.712538813424,No
g__Anaerovorax,g__Anaerovorax,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,Anaerovorax,1.45338354560152,No
o__Microtrichales_unclass,o__Microtrichales_unclass,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,NA,NA,0,No
g__Raoultibacter,g__Raoultibacter,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriales_Incertae_Sedis,Raoultibacter,3.36015290316334,No
g__Sarcina,g__Sarcina,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Sarcina,0.956098691631506,No
g__Selenomonas_4,g__Selenomonas_4,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas_4,6.64980704099485,No
p__Bacteroidetes_unclass,p__Bacteroidetes_unclass,Bacteria,Bacteroidetes,NA,NA,NA,NA,0.152225808331207,No
f__Actinomycetaceae_unclass,f__Actinomycetaceae_unclass,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,NA,2.60074088264251,No
g__Acetatifactor,g__Acetatifactor,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor,7.96414507845091,No
f__Microbacteriaceae_unclass,f__Microbacteriaceae_unclass,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA,0.597156449229465,No
g__Allobaculum,g__Allobaculum,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,0.0767639356490929,No
f__Coriobacteriaceae_unclass,f__Coriobacteriaceae_unclass,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,NA,Inf,No
f__Bifidobacteriaceae_unclass,f__Bifidobacteriaceae_unclass,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA,2.49998544099014,No
g__Gordonia,g__Gordonia,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,4.98351736435994,No
g__Faecalicoccus,g__Faecalicoccus,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus,28.1396463235545,No
g__F0332,g__F0332,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,F0332,2.86169171603872,No
g__Brachyspira,g__Brachyspira,Bacteria,Spirochaetes,Brachyspirae,Brachyspirales,Brachyspiraceae,Brachyspira,0,No
g__Solibacillus,g__Solibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Inf,No
g__Selenomonas,g__Selenomonas,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,Inf,No
g__Bradyrhizobium,g__Bradyrhizobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,1.86914313475711,No
g__Erysipelotrichaceae_UCG-006,g__Erysipelotrichaceae_UCG-006,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_UCG-006,1.58476054968918,No
g__Variovorax,g__Variovorax,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax,Inf,No
g__Abiotrophia,g__Abiotrophia,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,0.371523574710359,No
g__Massilia,g__Massilia,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,Inf,No
g__Aureimonas,g__Aureimonas,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas,Inf,No
f__Dysgonomonadaceae_unclass,f__Dysgonomonadaceae_unclass,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA,Inf,No
g__Eikenella,g__Eikenella,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Eikenella,1.07480451607969,No
g__Cellulomonas,g__Cellulomonas,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,Inf,No
g__Paraclostridium,g__Paraclostridium,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium,0.542190755196885,No
g__Mailhella,g__Mailhella,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Mailhella,4.21002338975108,No
g__Leucobacter,g__Leucobacter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,26.1702370022669,No
g__Clostridium_sensu_stricto_7,g__Clostridium_sensu_stricto_7,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_7,4.59609246257656,No
g__Coriobacteriaceae_UCG-003,g__Coriobacteriaceae_UCG-003,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Coriobacteriaceae_UCG-003,Inf,No
g__Carnobacterium,g__Carnobacterium,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,0,No
g__Pelomonas,g__Pelomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas,Inf,No
g__Catenisphaera,g__Catenisphaera,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenisphaera,3.05216454356495,No
g__Eremococcus,g__Eremococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Eremococcus,0.0913258534347006,No
g__Aeromicrobium,g__Aeromicrobium,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Inf,No
p__Actinobacteria_unclass,p__Actinobacteria_unclass,Bacteria,Actinobacteria,NA,NA,NA,NA,8.22269230511083,No
g__Kroppenstedtia,g__Kroppenstedtia,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Kroppenstedtia,Inf,No
g__Lachnoanaerobaculum,g__Lachnoanaerobaculum,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,0.269586484489135,No
g__Fretibacterium,g__Fretibacterium,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium,21.3247876961806,No
f__Puniceicoccaceae_unclass,f__Puniceicoccaceae_unclass,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,NA,Inf,No
g__Ralstonia,g__Ralstonia,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ralstonia,0.600092483565397,No
g__Halomonas,g__Halomonas,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Inf,No
f__Syntrophomonadaceae_unclass,f__Syntrophomonadaceae_unclass,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,NA,0.530682774340895,No
g__Terribacillus,g__Terribacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Terribacillus,0,No
f__Xanthobacteraceae_unclass,f__Xanthobacteraceae_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,Inf,No
g__CHKCI002,g__CHKCI002,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,CHKCI002,1.12686147514476,No
g__Selenomonas_3,g__Selenomonas_3,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas_3,0.193309281895248,No
g__Dietzia,g__Dietzia,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,Inf,No
g__Micropruina,g__Micropruina,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Micropruina,Inf,No
g__Succinatimonas,g__Succinatimonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Inf,No
g__Haematobacter,g__Haematobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Haematobacter,9.00665820336204,No
f__JG30-KF-CM45_unclass,f__JG30-KF-CM45_unclass,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,Inf,No
g__Nocardioides,g__Nocardioides,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Inf,No
g__Lachnospiraceae_UCG-006,g__Lachnospiraceae_UCG-006,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_UCG-006,0,No
g__Lautropia,g__Lautropia,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Lautropia,2.30984076691172,No
g__SN8,g__SN8,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,SN8,0,No
g__Papillibacter,g__Papillibacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter,0.864150002486992,No
f__Staphylococcaceae_unclass,f__Staphylococcaceae_unclass,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,NA,0.45915804608926,No
g__Candidatus_Amoebophilus,g__Candidatus_Amoebophilus,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus,Inf,No
g__Domibacillus,g__Domibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Domibacillus,0,No
g__Syntrophomonas,g__Syntrophomonas,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas,Inf,No
g__Pedobacter,g__Pedobacter,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Inf,No
g__Pseudoflavonifractor,g__Pseudoflavonifractor,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor,1.5350389637348,No
g__Gracilibacillus,g__Gracilibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,Inf,No
f__Atopobiaceae_unclass,f__Atopobiaceae_unclass,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,NA,0.0638408251138062,No
g__Hyphomicrobium,g__Hyphomicrobium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Inf,No
g__Nubsella,g__Nubsella,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Nubsella,Inf,No
g__Cetobacterium,g__Cetobacterium,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,Inf,No
g__Pigmentiphaga,g__Pigmentiphaga,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pigmentiphaga,Inf,No
g__Psychrobacillus,g__Psychrobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Psychrobacillus,0,No
g__Ruminococcaceae_V9D2013_group,g__Ruminococcaceae_V9D2013_group,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_V9D2013_group,1.5401007504074,No
g__Ignavigranum,g__Ignavigranum,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Ignavigranum,Inf,No
g__Acidipropionibacterium,g__Acidipropionibacterium,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,0,No
g__Muribaculum,g__Muribaculum,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,0,No
g__Flectobacillus,g__Flectobacillus,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Flectobacillus,Inf,No
g__Janibacter,g__Janibacter,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter,13.1858805248567,No
g__Cohnella,g__Cohnella,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,0,No
g__Hathewaya,g__Hathewaya,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Hathewaya,6.26416702622019,No
g__Psychroglaciecola,g__Psychroglaciecola,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,Inf,No
g__Propioniferax,g__Propioniferax,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniferax,Inf,No
g__Actinomadura,g__Actinomadura,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Inf,No
g__Vagococcus,g__Vagococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Inf,No
g__Skermanella,g__Skermanella,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,Inf,No
g__Mycoplasma,g__Mycoplasma,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Inf,No
g__Aneurinibacillus,g__Aneurinibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,Inf,No
g__Arcobacter,g__Arcobacter,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Inf,No
g__Desulfitibacter,g__Desulfitibacter,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitibacter,Inf,No
f__Propionibacteriaceae_unclass,f__Propionibacteriaceae_unclass,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,NA,Inf,No
g__Tetragenococcus,g__Tetragenococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus,Inf,No
g__Cryptobacterium,g__Cryptobacterium,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Cryptobacterium,Inf,No
g__Denitrobacterium,g__Denitrobacterium,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Denitrobacterium,Inf,No
g__Hydrogenophaga,g__Hydrogenophaga,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,Inf,No
g__Acidovorax,g__Acidovorax,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,0.711097286219654,No
g__Ensifer,g__Ensifer,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Inf,No
g__Cloacibacterium,g__Cloacibacterium,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,20.1150363678584,No
c__Bacilli_unclass,c__Bacilli_unclass,Bacteria,Firmicutes,Bacilli,NA,NA,NA,0.0759984682851084,No
f__Spirochaetaceae_unclass,f__Spirochaetaceae_unclass,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,NA,Inf,No
g__Macrococcus,g__Macrococcus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Inf,No
g__Virgibacillus,g__Virgibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,1.96199715250004,No
g__Pseudopropionibacterium,g__Pseudopropionibacterium,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Pseudopropionibacterium,0.544448950747444,No
g__Paraeggerthella,g__Paraeggerthella,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Paraeggerthella,Inf,No
g__Aeromonas,g__Aeromonas,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,0,No
g__Kerstersia,g__Kerstersia,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Kerstersia,0,No
f__Acidaminococcaceae_unclass,f__Acidaminococcaceae_unclass,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,NA,1.25035409123987,No
g__Dyadobacter,g__Dyadobacter,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,Inf,No
f__Carnobacteriaceae_unclass,f__Carnobacteriaceae_unclass,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA,Inf,No
g__Tissierella,g__Tissierella,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Tissierella,8.6874588372141,No
o__Opitutales_unclass,o__Opitutales_unclass,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,NA,NA,0,No
g__Jeotgalicoccus,g__Jeotgalicoccus,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,Inf,No
f__Sphingobacteriaceae_unclass,f__Sphingobacteriaceae_unclass,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,Inf,No
c__Verrucomicrobiae_unclass,c__Verrucomicrobiae_unclass,Bacteria,Verrucomicrobia,Verrucomicrobiae,NA,NA,NA,Inf,No
c__Gammaproteobacteria_unclass,c__Gammaproteobacteria_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,1.35510210223295,No
g__Sporobacterium,g__Sporobacterium,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sporobacterium,Inf,No
g__28-4,g__28-4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,28-4,0,No
g__Devosia,g__Devosia,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Inf,No
g__Allofustis,g__Allofustis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Allofustis,0.855958273413753,No
g__Leptotrichia,g__Leptotrichia,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Inf,No
g__Aminobacter,g__Aminobacter,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,Inf,No
g__Leifsonia,g__Leifsonia,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,Inf,No
f__Micromonosporaceae_unclass,f__Micromonosporaceae_unclass,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,Inf,No
g__Clostridium_sensu_stricto_11,g__Clostridium_sensu_stricto_11,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_11,Inf,No
g__Wohlfahrtiimonas,g__Wohlfahrtiimonas,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Wohlfahrtiimonas,Inf,No
g__Thermus,g__Thermus,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,0.607260377305855,No
g__Dokdonella,g__Dokdonella,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,Inf,No
g__Paucisalibacillus,g__Paucisalibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Paucisalibacillus,Inf,No
g__Tepidimonas,g__Tepidimonas,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Tepidimonas,Inf,No
g__Pseudochrobactrum,g__Pseudochrobactrum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudochrobactrum,Inf,No
o__WCHB1-41_unclass,o__WCHB1-41_unclass,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,NA,NA,Inf,No
f__Nodosilineaceae_unclass,f__Nodosilineaceae_unclass,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Nodosilineaceae,NA,0,No
g__Ammoniphilus,g__Ammoniphilus,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus,0,No
o__Selenomonadales_unclass,o__Selenomonadales_unclass,Bacteria,Firmicutes,Negativicutes,Selenomonadales,NA,NA,0.668172210733967,No
g__Reyranella,g__Reyranella,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,Inf,No
g__Geobacillus,g__Geobacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Inf,No
g__Lacibacter,g__Lacibacter,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Lacibacter,Inf,No
f__Streptomycetaceae_unclass,f__Streptomycetaceae_unclass,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,NA,0.845337068908012,No
f__Streptococcaceae_unclass,f__Streptococcaceae_unclass,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NA,Inf,No
g__Cardiobacterium,g__Cardiobacterium,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,0.458639627193017,No
g__Flexilinea,g__Flexilinea,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Flexilinea,Inf,No
g__ATCC-39006,g__ATCC-39006,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,ATCC-39006,Inf,No
g__Cosenzaea,g__Cosenzaea,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cosenzaea,1.4865119534863,No
g__Anaerobiospirillum,g__Anaerobiospirillum,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Inf,No
g__Chroococcidiopsis_SAG_2023,g__Chroococcidiopsis_SAG_2023,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Chroococcidiopsaceae,Chroococcidiopsis_SAG_2023,Inf,No
g__Micromonospora,g__Micromonospora,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,0,No
g__LD29,g__LD29,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29,1.27913764906104,No
g__Zoogloea,g__Zoogloea,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Zoogloea,Inf,No
g__Bergeyella,g__Bergeyella,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,Inf,No
c__Alphaproteobacteria_unclass,c__Alphaproteobacteria_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,Inf,No
f__Methanobacteriaceae_unclass,f__Methanobacteriaceae_unclass,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,NA,Inf,No
o__Corynebacteriales_unclass,o__Corynebacteriales_unclass,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,NA,NA,0.228524561552209,No
g__Centipeda,g__Centipeda,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Centipeda,Inf,No
c__Actinobacteria_unclass,c__Actinobacteria_unclass,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,1.24892330182699,No
f__Synergistaceae_unclass,f__Synergistaceae_unclass,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,NA,Inf,No
o__Micavibrionales_unclass,o__Micavibrionales_unclass,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,Inf,No
o__Micrococcales_unclass,o__Micrococcales_unclass,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,NA,NA,Inf,No
g__Alloiococcus,g__Alloiococcus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,Inf,No
o__Kallotenuales_unclass,o__Kallotenuales_unclass,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,NA,NA,Inf,No
g__Christensenella,g__Christensenella,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,Inf,No
g__XBB1006,g__XBB1006,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,XBB1006,Inf,No
c__Mollicutes_unclass,c__Mollicutes_unclass,Bacteria,Tenericutes,Mollicutes,NA,NA,NA,0,No
f__Tannerellaceae_unclass,f__Tannerellaceae_unclass,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,NA,Inf,No
g__Treponema_2,g__Treponema_2,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema_2,Inf,No
g__Candidatus_Nucleicultrix,g__Candidatus_Nucleicultrix,Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,Candidatus_Nucleicultrix,Inf,No
f__Rhodocyclaceae_unclass,f__Rhodocyclaceae_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,NA,Inf,No
g__Pusillimonas,g__Pusillimonas,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pusillimonas,Inf,No
g__Fictibacillus,g__Fictibacillus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,0,No
g__Phyllobacterium,g__Phyllobacterium,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Phyllobacterium,0,No
f__Neisseriaceae_unclass,f__Neisseriaceae_unclass,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,NA,Inf,No
c__FFCH5909_unclass,c__FFCH5909_unclass,Bacteria,Acidobacteria,FFCH5909,NA,NA,NA,0,No
k__Eukaryota_unclass,k__Eukaryota_unclass,Eukaryota,NA,NA,NA,NA,NA,0,No
g__Ureaplasma,g__Ureaplasma,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,0,No
